0,3,1.8333
0.1,2.9848,1.831
0.2,2.9697,1.8296
0.3,2.9547,1.8286
0.4,2.9398,1.8278
0.5,2.9249,1.8272
0.6,2.91,1.8267
0.7,2.8952,1.8264
0.8,2.8805,1.8263
0.9,2.8659,1.8264
1,2.8513,1.8267
1.1,2.8367,1.8271
1.2,2.8223,1.8278
1.3,2.808,1.8288
1.4,2.7938,1.8299
1.5,2.7797,1.8313
1.6,2.7657,1.8329
1.7,2.7519,1.8348
1.8,2.7383,1.837
1.9,2.7248,1.8395
2,2.7116,1.8423
2.1,2.6986,1.8454
2.2,2.6859,1.8488
2.3,2.6735,1.8526
2.4,2.6615,1.8568
2.5,2.65,1.8613
2.6,2.6389,1.8662
2.7,2.6284,1.8714
2.8,2.6187,1.8771
2.9,2.6098,1.8831
3,2.6031,1.8914
3.1,2.5991,1.9031
3.2,2.5971,1.9168
3.3,2.5975,1.9334
3.4,2.5999,1.9519
3.5,2.6046,1.9727
3.6,2.6113,1.9952
3.7,2.6203,2.0197
3.8,2.6313,2.0456
3.9,2.6444,2.0729
4,2.6597,2.1015
4.1,2.677,2.131
4.2,2.6964,2.1599
4.3,2.7174,2.1896
4.4,2.7401,2.2188
4.5,2.7642,2.2488
4.6,2.7897,2.2782
4.7,2.8163,2.3082
4.8,2.844,2.3379
4.9,2.8727,2.3678
5,2.9023,2.3977
5.1,2.9326,2.4277
5.2,2.9637,2.4576
5.3,2.9955,2.4876
5.4,3.0278,2.5176
5.5,3.0607,2.5477
5.6,3.094,2.5777
5.7,3.1278,2.6077
5.8,3.1621,2.6378
5.9,3.1966,2.6679
6,3.2315,2.698
6.1,3.2667,2.7281
6.2,3.3021,2.7582
6.3,3.3378,2.7884
6.4,3.3737,2.8185
6.5,3.4172,2.8432
6.6,3.4635,2.8617
6.7,3.5113,2.8762
6.8,3.5599,2.888
6.9,3.6088,2.8978
7,3.6581,2.9061
7.1,3.7075,2.9133
7.2,3.7571,2.9195
7.3,3.8068,2.9249
7.4,3.8566,2.9296
7.5,3.9064,2.9337
7.6,3.9562,2.9371
7.7,4.0061,2.94
7.8,4.0561,2.9424
7.9,4.106,2.9444
8,4.156,2.946
8.1,4.2059,2.9472
8.2,4.2559,2.9482
8.3,4.3059,2.949
8.4,4.3558,2.9497
8.5,4.4058,2.9504
8.6,4.4558,2.9512
8.7,4.5057,2.9524
8.8,4.5556,2.9542
8.9,4.6055,2.957
9,4.6553,2.9615
9.1,4.7048,2.9684
9.2,4.7536,2.979
9.3,4.801,2.995
9.4,4.8449,3.0188
9.5,4.8801,3.049
9.6,4.9128,3.0838
9.7,4.9437,3.1205
9.8,4.9748,3.1574
9.9,5.0056,3.1945
10,5.0371,3.2312
10.1,5.0686,3.2678
10.2,5.1006,3.304
10.3,5.1328,3.34
10.4,5.1654,3.3758
10.5,5.1981,3.4114
10.6,5.2312,3.4468
10.7,5.2643,3.482
10.8,5.2978,3.517
10.9,5.3313,3.552
11,5.3651,3.5868
11.1,5.3989,3.6214
11.2,5.4329,3.656
11.3,5.467,3.6905
11.4,5.5012,3.7249
11.5,5.5355,3.7592
11.6,5.5699,3.7934
11.7,5.6044,3.8276
11.8,5.6389,3.8617
11.9,5.6735,3.8958
12,5.7082,3.9298
12.1,5.7429,3.9637
12.2,5.7777,3.9977
12.3,5.8125,4.0316
12.4,5.8473,4.0654
12.5,5.8822,4.0993
12.6,5.9171,4.1331
12.7,5.952,4.1669
12.8,5.987,4.2007
12.9,6.022,4.2344
13,6.057,4.2681
13.1,6.092,4.3019
13.2,6.127,4.3356
13.3,6.1621,4.3692
13.4,6.1971,4.4029
13.5,6.2322,4.4366
13.6,6.2673,4.4702
13.7,6.3024,4.5039
13.8,6.3375,4.5375
13.9,6.3726,4.5712
14,6.4078,4.6048
14.1,6.4429,4.6384
14.2,6.478,4.672
14.3,6.5132,4.7056
14.4,6.5483,4.7392
14.5,6.5835,4.7728
14.6,6.6187,4.8064
14.7,6.6538,4.84
14.8,6.689,4.8736
14.9,6.7242,4.9072
15,6.7594,4.9408
15.1,6.7945,4.9744
15.2,6.8297,5.008
15.3,6.8649,5.0415
15.4,6.9001,5.0751
15.5,6.9353,5.1087
15.6,6.9704,5.1423
15.7,7.0056,5.1758
15.8,7.0408,5.2094
15.9,7.076,5.243
16,7.1112,5.2766
16.1,7.1464,5.3101
16.2,7.1816,5.3437
16.3,7.2168,5.3773
16.4,7.252,5.4109
16.5,7.2872,5.4444
16.6,7.3224,5.478
16.7,7.3576,5.5116
16.8,7.3928,5.5451
16.9,7.428,5.5787
17,7.4632,5.6123
17.1,7.4984,5.6458
17.2,7.5336,5.6794
17.3,7.5688,5.713
17.4,7.604,5.7465
17.5,7.6392,5.7801
17.6,7.6744,5.8137
17.7,7.7096,5.8472
17.8,7.7448,5.8808
17.9,7.78,5.9144
18,7.8152,5.9479
18.1,7.8504,5.9815
18.2,7.8856,6.015
18.3,7.9171,6.0538
18.4,7.9424,6.0969
18.5,7.9616,6.1431
18.6,7.976,6.191
18.7,7.987,6.2397
18.8,7.996,6.2889
18.9,8.0035,6.3383
19,8.0099,6.3879
19.1,8.0155,6.4375
19.2,8.0204,6.4873
19.3,8.0247,6.5371
19.4,8.0285,6.5869
19.5,8.032,6.6368
19.6,8.035,6.6867
19.7,8.0378,6.7366
19.8,8.0403,6.7866
19.9,8.0425,6.8365
20,8.0446,6.8865
20.1,8.0466,6.9364
20.2,8.0485,6.9864
20.3,8.0503,7.0364
20.4,8.0522,7.0863
20.5,8.0541,7.1363
20.6,8.0562,7.1862
20.7,8.0584,7.2362
20.8,8.061,7.2861
20.9,8.064,7.336
21,8.0676,7.3859
21.1,8.072,7.4357
21.2,8.0775,7.4854
21.3,8.0843,7.5349
21.4,8.0929,7.5841
21.5,8.1038,7.6329
21.6,8.1177,7.681
21.7,8.1355,7.7277
21.8,8.1582,7.7723
21.9,8.1855,7.812
22,8.2178,7.8465
22.1,8.2554,7.8753
22.2,8.297,7.9
22.3,8.3406,7.9211
22.4,8.3858,7.9401
22.5,8.4316,7.9573
22.6,8.4779,7.9734
22.7,8.5245,7.9887
22.8,8.5713,8.0036
22.9,8.6181,8.0181
23,8.665,8.0325
23.1,8.7119,8.0467
23.2,8.7588,8.0608
23.3,8.8056,8.075
23.4,8.8524,8.0892
23.5,8.8992,8.1033
23.6,8.9459,8.1176
23.7,8.9926,8.1319
23.8,9.0393,8.1462
23.9,9.0859,8.1606
24,9.1325,8.1751
24.1,9.1791,8.1895
24.2,9.2256,8.2041
24.3,9.2722,8.2187
24.4,9.3186,8.2333
24.5,9.3651,8.2479
24.6,9.4116,8.2626
24.7,9.458,8.2773
24.8,9.5044,8.2921
24.9,9.5508,8.3069
25,9.597,8.3216
25.1,9.6426,8.3362
25.2,9.6875,8.3505
25.3,9.7314,8.3646
25.4,9.7742,8.3783
25.5,9.8158,8.3917
25.6,9.8561,8.4046
25.7,9.8951,8.4172
25.8,9.9326,8.4292
25.9,9.9688,8.4409
26,10.004,8.4521
26.1,10.037,8.4628
26.2,10.069,8.4731
26.3,10.099,8.483
26.4,10.129,8.4924
26.5,10.157,8.5014
26.6,10.183,8.51
26.7,10.209,8.5182
26.8,10.233,8.526
26.9,10.256,8.5334
27,10.278,8.5405
27.1,10.298,8.5472
27.2,10.318,8.5536
27.3,10.337,8.5597
27.4,10.355,8.5654
27.5,10.371,8.5709
27.6,10.387,8.5761
27.7,10.403,8.581
27.8,10.417,8.5856
27.9,10.431,8.5901
28,10.443,8.5942
28.1,10.456,8.5982
28.2,10.467,8.6019
28.3,10.478,8.6055
28.4,10.489,8.6088
