time,mode,height,yaw,v_forward,v_right,pos_forward,pos_right
0.0,TAKEOFF,0.1899999976158142,-0.08625312894582748,0.0,0.0,0.00411224365234375,0.004657745361328125
0.5162537097930908,TAKEOFF,0.1899999976158142,-0.086366668343544,0.0,0.0,0.00411224365234375,0.00467681884765625
1.0481326580047607,TAKEOFF,0.1899999976158142,-0.08646346628665924,0.0,0.0,0.00411224365234375,0.004680633544921875
1.5705995559692383,TAKEOFF,0.1899999976158142,-0.08657409995794296,0.0,0.0,0.004119873046875,0.004673004150390625
2.087599992752075,TAKEOFF,0.28999999165534973,-0.08671116083860397,0.0,0.0,0.00432586669921875,0.004909515380859375
2.604330062866211,TAKEOFF,0.8700000047683716,-0.08661233633756638,0.0,0.0,0.00997161865234375,0.0009918212890625
3.1197493076324463,TAKEOFF,1.709999918937683,-0.08563800156116486,0.0,0.0,0.01198577880859375,0.000301361083984375
3.636491060256958,TAKEOFF,2.3899998664855957,-0.08573320508003235,0.0,0.0,0.0092926025390625,-0.003543853759765625
4.153106689453125,TAKEOFF,2.8299999237060547,-0.06803163886070251,0.0,0.0,0.0079193115234375,-0.001491546630859375
4.671001195907593,TAKEOFF,3.0299999713897705,-0.06664832681417465,0.0,0.0,0.00795745849609375,-0.0035858154296875
5.192946195602417,MISSION,3.119999885559082,-0.06213265657424927,0.0,0.0,0.00574493408203125,-0.003330230712890625
5.709394216537476,MISSION,3.119999885559082,-0.04002741724252701,0.0,0.0,0.0034637451171875,-0.00980377197265625
6.225803852081299,MISSION,3.069999933242798,-0.034563492983579636,0.01,0.0,0.01183319091796875,-0.015163421630859375
6.736469030380249,MISSION,3.069999933242798,-0.04016440734267235,0.01,0.0,0.019256591796875,-0.019374847412109375
7.258235931396484,MISSION,3.0299999713897705,-0.04637479409575462,0.02,0.0,0.0294647216796875,-0.032947540283203125
7.774779558181763,MISSION,3.0299999713897705,-0.04165802523493767,0.03,-0.01,0.0357818603515625,-0.026866912841796875
8.298393249511719,MISSION,3.0299999713897705,-0.0411430299282074,0.03,-0.02,0.04266357421875,-0.02642822265625
8.814348697662354,MISSION,3.0299999713897705,-0.042529262602329254,0.02,-0.03,0.04824066162109375,-0.025577545166015625
9.33027982711792,MISSION,3.0299999713897705,-0.04289369657635689,0.03,-0.03,0.04969024658203125,-0.028106689453125
9.845890283584595,MISSION,3.0299999713897705,-0.04176797345280647,0.02,-0.03,0.03878021240234375,-0.024387359619140625
10.362244606018066,MISSION,3.069999933242798,-0.041496630758047104,0.02,0.0,0.03002166748046875,-0.015117645263671875
10.87777590751648,MISSION,3.069999933242798,-0.04095222428441048,-0.01,0.12,0.04885101318359375,-0.014614105224609375
11.399872779846191,MISSION,3.0299999713897705,-0.04271065816283226,-0.17,0.46,0.2188720703125,-0.06672286987304688
11.916004180908203,MISSION,3.0299999713897705,-0.0409187488257885,-0.17,0.27,0.37284088134765625,-0.15670394897460938
12.43209457397461,MISSION,3.069999933242798,-0.041613876819610596,-0.07,0.0,0.43616485595703125,-0.22143936157226562
12.947364091873169,MISSION,3.0299999713897705,-0.045513056218624115,0.03,-0.25,0.38788604736328125,-0.24640274047851562
13.46334981918335,MISSION,3.0299999713897705,-0.041884321719408035,0.14,-0.37,0.2635955810546875,-0.210662841796875
13.979255437850952,MISSION,3.0299999713897705,-0.04189484938979149,0.16,-0.38,0.18730926513671875,-0.18323898315429688
14.503031492233276,MISSION,3.069999933242798,-0.04172104597091675,0.23,-0.28,0.05370330810546875,-0.10355758666992188
15.019423007965088,MISSION,3.069999933242798,-0.04420805349946022,0.33,-0.03,-0.00370025634765625,0.0259246826171875
15.536113500595093,MISSION,3.069999933242798,-0.04258916527032852,0.38,0.24,0.0457611083984375,0.1930084228515625
16.051974534988403,MISSION,3.069999933242798,-0.04172946885228157,0.38,0.47,0.2157440185546875,0.3746376037597656
16.56835150718689,MISSION,3.069999933242798,-0.03822905197739601,0.37,0.58,0.4626922607421875,0.5545158386230469
17.084869384765625,MISSION,3.069999933242798,-0.039123162627220154,0.34,0.58,0.6038894653320312,0.6372222900390625
17.607468843460083,MISSION,3.069999933242798,-0.0422828309237957,0.31,0.5,0.8845596313476562,0.7946434020996094
18.123014211654663,MISSION,3.069999933242798,-0.04273172840476036,0.23,0.43,1.1228408813476562,0.9267807006835938
18.639480352401733,MISSION,3.069999933242798,-0.044064972549676895,0.17,0.43,1.2442626953125,0.9781532287597656
19.155548572540283,MISSION,3.069999933242798,-0.04132889211177826,0.01,0.41,1.4701766967773438,1.0316505432128906
19.673570156097412,MISSION,3.0299999713897705,-0.04353933408856392,-0.11,0.4,1.8182296752929688,1.0183219909667969
20.188762187957764,MISSION,3.0299999713897705,-0.04389340430498123,-0.12,0.31,2.0195159912109375,0.96954345703125
20.712331771850586,MISSION,3.0299999713897705,-0.041900597512722015,-0.08,0.31,2.1133499145507812,0.9522628784179688
21.22876286506653,MISSION,3.069999933242798,-0.04069695994257927,0.1,0.4,2.3268508911132812,0.9648056030273438
